reaction	isozyme	gene_product	stoichiometry
FCLT	iso2	b1019	2
FCLT	iso3	b2431	1
FDH4pp	iso1	b1474	3
FDH4pp	iso1	b1475	3
FDH4pp	iso1	b1476	3
FDH4pp	iso2	b3892	3
FDH4pp	iso2	b3893	3
FDH4pp	iso2	b3894	3
FDH5pp	iso1	b1474	3
FDH5pp	iso1	b1475	3
FDH5pp	iso1	b1476	3
FDH5pp	iso2	b3892	3
FDH5pp	iso2	b3893	3
FDH5pp	iso2	b3894	3
FDMO2	iso1	b0935	4
FDMO3	iso1	b0935	4
FDMO4	iso1	b0935	4
FDMO6	iso1	b0935	4
FDMO	iso1	b0935	4
FE2abcpp	iso1	b3409	1
FE2t2pp	iso1	b2392	1
FE2t3pp	iso1	b3915	2
FE2tex	iso1	b0241	3
FE2tex	iso2	b0929	3
FE2tex	iso3	b1377	3
FE2tex	iso4	b2215	3
FE2tpp	iso1	b3040	1
FE3DCITabcpp	iso1	b4287	2
FE3DCITabcpp	iso1	b4288	1
FE3DCITabcpp	iso1	b4289	1
FE3DCITabcpp	iso1	b4290	1
FE3DCITexs	iso1	s0001	1
FE3DCITR5	iso1	b3070	1
FE3DCITtonex	iso1	b1252	1
FE3DCITtonex	iso1	b3005	3
FE3DCITtonex	iso1	b3006	6
FE3DCITtonex	iso1	b4291	1
FE3DHBZS3R	iso1	b3070	1
FE3DHBZStonex	iso1	b0805	1
FE3DHBZStonex	iso1	b1252	1
FE3DHBZStonex	iso1	b3005	6
FE3DHBZStonex	iso1	b3006	3
FE3DHBZStonex	iso2	b1252	1
FE3DHBZStonex	iso2	b2155	1
FE3DHBZStonex	iso2	b3005	3
FE3DHBZStonex	iso2	b3006	6
FE3HOXabcpp	iso1	b0151	2
FE3HOXabcpp	iso1	b0152	1
FE3HOXabcpp	iso1	b0153	2
FE3HOXexs	iso1	s0001	1
FE3HOXtonex	iso1	b0150	1
FE3HOXtonex	iso1	b1252	1
FE3HOXtonex	iso1	b3005	3
FE3HOXtonex	iso1	b3006	6
FE3Ri	iso1	b3844	1
FE3tex	iso1	b0241	3
FE3tex	iso2	b0929	3
FE3tex	iso3	b1377	3
FE3tex	iso4	b2215	3
FECRMabcpp	iso1	b0151	2
FECRMabcpp	iso1	b0152	1
FECRMabcpp	iso1	b0153	2
FECRMexs	iso1	s0001	1
FECRMtonex	iso1	b0150	1
FECRMtonex	iso1	b1252	1
FECRMtonex	iso1	b3005	3
FECRMtonex	iso1	b3006	6
FEENTERabcpp	iso1	b0588	2
FEENTERabcpp	iso1	b0589	1
FEENTERabcpp	iso1	b0590	1
FEENTERabcpp	iso1	b0592	1
FEENTERES	iso1	b0585	1
FEENTERexs	iso1	s0001	1
FEENTERR4	iso1	b3070	1
FEENTERtex	iso1	b3035	3
FEENTERtonex	iso1	b0584	1
FEENTERtonex	iso1	b1252	1
FEENTERtonex	iso1	b3005	3
FEENTERtonex	iso1	b3006	6
FEENTERtpp	iso1	b0591	1
FEOXAMabcpp	iso1	b0151	2
FEOXAMabcpp	iso1	b0152	1
FEOXAMabcpp	iso1	b0153	2
FEOXAMexs	iso1	s0001	1
FEOXAMR1	iso1	b4367	1
FEOXAMR2	iso1	b4367	1
FEOXAMR3	iso1	b4367	1
FEOXAMtonex	iso1	b0150	1
FEOXAMtonex	iso1	b1252	1
FEOXAMtonex	iso1	b3005	3
FEOXAMtonex	iso1	b3006	6
FEROpp	iso1	b0123	1
FEROpp	iso2	b3336	1
FESD1s	iso1	s0001	1
FESD2s	iso1	s0001	1
FESR	iso1	b4209	2
FHL	iso2	b2719	1
FHL	iso2	b2720	1
FHL	iso2	b2721	1
FHL	iso2	b2722	1
FHL	iso2	b2723	1
FHL	iso2	b2724	1
FHL	iso2	b4079	1
FLDR2	iso1	b0684	1
FLDR2	iso1	b3924	1
FLDR2	iso2	b2895	1
FLDR2	iso2	b3924	1
FLVR	iso1	b2763	4
FLVR	iso1	b2764	8
FLVR	iso2	b3844	1
FLVRx	iso1	b3844	1
FMNAT	iso1	b0025	1
FMNRx2	iso1	b0937	2
FMNRx2	iso2	b2763	4
FMNRx2	iso2	b2764	8
FMNRx2	iso3	b3844	1
FMNRx	iso1	b0937	2
FMNRx	iso2	b3844	1
FMNtex	iso1	b0241	3
FMNtex	iso2	b0929	3
FMNtex	iso3	b1377	3
FMNtex	iso4	b2215	3
FMNt	iso1	b1985	1
FOMETRi	iso1	b2912	1
FORCT	iso1	b2374	2
FORt2pp	iso1	b0904	1
FORt2pp	iso2	b2492	1
FORtex	iso1	b0241	3
FORtex	iso2	b0929	3
FORtex	iso3	b1377	3
FORtex	iso4	b2215	3
FORtppi	iso1	b0904	1
FORtppi	iso2	b2492	1
FRD2	iso1	b4151	1
FRD2	iso1	b4152	1
FRD2	iso1	b4153	1
FRD2	iso1	b4154	1
FRD3	iso1	b4151	1
FRD3	iso1	b4152	1
FRD3	iso1	b4153	1
FRD3	iso1	b4154	1
FRUK	iso1	b2168	2
FRULYSDG	iso1	b3371	12
FRULYSE	iso1	b4474	8
FRULYSK	iso1	b3374	1
FRULYSt2pp	iso1	b3370	1
FRULYStex	iso1	b0241	3
FRULYStex	iso2	b0929	3
FRULYStex	iso3	b1377	3
FRULYStex	iso4	b2215	3
FRUpts2pp	iso1	b1817	1
FRUpts2pp	iso1	b1818	1
FRUpts2pp	iso1	b1819	1
FRUpts2pp	iso1	b2415	1
FRUpts2pp	iso1	b2416	1
FRUptspp	iso1	b2167	1
FRUptspp	iso1	b2169	1
FRUptspp	iso1	b2415	1
FRUptspp	iso1	b2416	1
FRUtex	iso1	b0241	3
FRUtex	iso2	b0929	3
FRUtex	iso3	b1377	3
FRUtex	iso4	b2215	3
FRUURt2rpp	iso1	b4321	1
FRUURtex	iso1	b0241	3
FRUURtex	iso2	b0929	3
FRUURtex	iso3	b1377	3
FRUURtex	iso4	b2215	3
Ftex	iso1	b0241	3
Ftex	iso2	b0929	3
Ftex	iso3	b1377	3
Ftex	iso4	b2215	3
FTHFD	iso1	b1232	6
Ftpp	iso1	b0624	1
FUCtex	iso1	b0241	3
FUCtex	iso2	b0929	3
FUCtex	iso3	b1377	3
FUCtex	iso4	b2215	3
FUCtpp	iso1	b2801	1
FUM	iso1	b1611	4
FUM	iso2	b1612	2
FUM	iso3	b4122	2
FUMt1pp	iso1	b1206	1
FUMt2_2pp	iso1	b3528	1
FUMt2_3pp	iso1	b0621	1
FUMt2_3pp	iso2	b4123	1
FUMt2_3pp	iso3	b4138	1
FUMtex	iso1	b0241	3
FUMtex	iso2	b0929	3
FUMtex	iso3	b1377	3
FUMtex	iso4	b2215	3
FUSAtex	iso1	b0241	3
FUSAtex	iso2	b0929	3
FUSAtex	iso3	b1377	3
FUSAtex	iso4	b2215	3
FUSAtpp	iso1	b0462	3
FUSAtpp	iso1	b0463	6
FUSAtpp	iso1	b3035	3
FUSAtpp	iso2	b0463	6
FUSAtpp	iso2	b2470	3
FUSAtpp	iso2	b3035	3
G1PACT	iso1	b3730	3
G1PP	iso1	b2293	1
G1PP	iso2	b3697	2
G1PP	iso3	b3885	1
G1PPpp	iso1	b0383	1
G1PPpp	iso2	b1002	2
G1Ptex	iso1	b0241	3
G1Ptex	iso2	b0929	3
G1Ptex	iso3	b1377	3
G1Ptex	iso4	b2215	3
G1PTT	iso1	b2039	4
G1PTT	iso2	b3789	4
G1SAT	iso1	b0154	2
G2PP	iso1	b2533	1
G2PPpp	iso1	b0383	1
G2PPpp	iso2	b4055	4
G3PAT120	iso1	b1094	1
G3PAT120	iso1	b4041	1
G3PAT140	iso1	b1094	1
G3PAT140	iso1	b4041	1
G3PAT141	iso1	b1094	1
G3PAT141	iso1	b4041	1
G3PAT160	iso1	b1094	1
G3PAT160	iso1	b4041	1
G3PAT161	iso1	b1094	1
G3PAT161	iso1	b4041	1
G3PAT180	iso1	b1094	1
G3PAT180	iso1	b4041	1
G3PAT181	iso1	b1094	1
G3PAT181	iso1	b4041	1
G3PCabcpp	iso1	b3450	2
G3PCabcpp	iso1	b3451	1
G3PCabcpp	iso1	b3452	1
G3PCabcpp	iso1	b3453	1
G3PCtex	iso1	b0241	3
G3PCtex	iso2	b0929	3
G3PCtex	iso3	b1377	3
G3PCtex	iso4	b2215	3
G3PD2	iso1	b3608	1
G3PD5	iso1	b2241	1
G3PD5	iso1	b2242	1
G3PD5	iso1	b2243	1
G3PD5	iso2	b3426	1
G3PD6	iso1	b2241	1
G3PD6	iso1	b2242	1
G3PD6	iso1	b2243	1
G3PD7	iso1	b2241	1
G3PD7	iso1	b2242	1
G3PD7	iso1	b2243	1
G3PEabcpp	iso1	b3450	2
G3PEabcpp	iso1	b3451	1
G3PEabcpp	iso1	b3452	1
G3PEabcpp	iso1	b3453	1
G3PEtex	iso1	b0241	3
G3PEtex	iso2	b0929	3
G3PEtex	iso3	b1377	3
G3PEtex	iso4	b2215	3
G3PGabcpp	iso1	b3450	2
G3PGabcpp	iso1	b3451	1
G3PGabcpp	iso1	b3452	1
G3PGabcpp	iso1	b3453	1
G3PGtex	iso1	b0241	3
G3PGtex	iso2	b0929	3
G3PGtex	iso3	b1377	3
G3PGtex	iso4	b2215	3
G3PIabcpp	iso1	b3450	2
G3PIabcpp	iso1	b3451	1
G3PIabcpp	iso1	b3452	1
G3PIabcpp	iso1	b3453	1
G3PItex	iso1	b0241	3
G3PItex	iso2	b0929	3
G3PItex	iso3	b1377	3
G3PItex	iso4	b2215	3
G3PSabcpp	iso1	b3450	2
G3PSabcpp	iso1	b3451	1
G3PSabcpp	iso1	b3452	1
G3PSabcpp	iso1	b3453	1
G3PStex	iso1	b0241	3
G3PStex	iso2	b0929	3
G3PStex	iso3	b1377	3
G3PStex	iso4	b2215	3
G3PT	iso1	b0675	1
G3PT	iso2	b0822	2
G5SADs	iso1	s0001	1
G5SD	iso1	b0243	2
G6PDA	iso1	b0678	6
G6PDH2r	iso1	b1852	1
G6PP	iso1	b0822	2
G6PP	iso2	b2293	1
G6PP	iso3	b3826	1
G6Pt6_2pp	iso1	b3666	1
G6Ptex	iso1	b0241	3
G6Ptex	iso2	b0929	3
G6Ptex	iso3	b1377	3
G6Ptex	iso4	b2215	3
GAL1PPpp	iso1	b1002	2
GAL1Ptex	iso1	b0241	3
GAL1Ptex	iso2	b0929	3
GAL1Ptex	iso3	b1377	3
GAL1Ptex	iso4	b2215	3
GALabcpp	iso1	b2148	2
GALabcpp	iso1	b2149	2
GALabcpp	iso1	b2150	1
GALabcpp	iso2	b4227	1
GALabcpp	iso2	b4230	1
GALabcpp	iso2	b4231	1
GALabcpp	iso2	b4485	2
GALBDtex	iso1	b0241	3
GALBDtex	iso2	b0929	3
GALBDtex	iso3	b1377	3
GALBDtex	iso4	b2215	3
GALCTD	iso1	b3128	2
GALCTLO	iso1	b4358	1
GALCTND	iso1	b4478	1
GALCTNLt2pp	iso1	b4356	1
GALCTNLtex	iso1	b0241	3
GALCTNLtex	iso2	b0929	3
GALCTNLtex	iso3	b1377	3
GALCTNLtex	iso4	b2215	3
GALCTNt2pp	iso1	b3691	1
GALCTNtex	iso1	b0241	3
GALCTNtex	iso2	b0929	3
GALCTNtex	iso3	b1377	3
GALCTNtex	iso4	b2215	3
GALCTt2rpp	iso1	b2789	1
GALCTt2rpp	iso2	b3127	1
GALCTtex	iso1	b0241	3
GALCTtex	iso2	b0929	3
GALCTtex	iso3	b1377	3
GALCTtex	iso4	b2215	3
GALKr	iso1	b0757	1
GALM2pp	iso1	b0756	1
GALS3	iso1	b4119	2
GALT1	iso1	b3628	1
GALt2pp	iso1	b2943	1
GALtex	iso1	b0241	3
GALtex	iso2	b0929	3
GALtex	iso3	b1377	3
GALtex	iso4	b2215	3
GALTptspp	iso1	b2092	1
GALTptspp	iso1	b2093	1
GALTptspp	iso1	b2094	1
GALTptspp	iso1	b2415	1
GALTptspp	iso1	b2416	1
GALTtex	iso1	b0241	3
GALTtex	iso2	b0929	3
GALTtex	iso3	b1377	3
GALTtex	iso4	b2215	3
GALUi	iso1	b1236	4
GALURt2rpp	iso1	b3093	1
GALURtex	iso1	b0241	3
GALURtex	iso2	b0929	3
GALURtex	iso3	b1377	3
GALURtex	iso4	b2215	3
GAM6Pt6_2pp	iso1	b3666	1
GAMAN6Ptex	iso1	b0241	3
GAMAN6Ptex	iso2	b0929	3
GAMAN6Ptex	iso3	b1377	3
GAMAN6Ptex	iso4	b2215	3
GAMptspp	iso1	b1817	1
GAMptspp	iso1	b1818	1
GAMptspp	iso1	b1819	1
GAMptspp	iso1	b2415	1
GAMptspp	iso1	b2416	1
GAMtex	iso1	b0241	3
GAMtex	iso2	b0929	3
GAMtex	iso3	b1377	3
GAMtex	iso4	b2215	3
GAPD	iso1	b1779	4
GAPP	iso1	b1727	1
GARFT	iso1	b2500	1
GART	iso1	b1849	2
GBBTNtex	iso1	b0241	3
GBBTNtex	iso2	b0929	3
GBBTNtex	iso3	b1377	3
GBBTNtex	iso4	b2215	3
GCALDD	iso1	b1415	4
GDMANE	iso1	b2052	2
GDPDPK	iso1	b2784	1
GDPDPK	iso2	b3650	1
GDPMNH	iso1	b2051	2
GDPMNP	iso1	b2467	2
GDPtex	iso1	b0241	3
GDPtex	iso2	b0929	3
GDPtex	iso3	b1377	3
GDPtex	iso4	b2215	3
GDPTPDP	iso1	b3650	1
GF6PTA	iso1	b3729	2
GGGABADr	iso1	b1300	1
GGGABAH	iso1	b1298	2
GGPTRCO	iso1	b1301	1
GGPTRCS	iso1	b1297	1
GHBDHx	iso1	b3882	4
GHMT2r	iso1	b2551	2
GK1	iso1	b3648	4
GLBRAN2	iso1	b3432	1
GLCabcpp	iso1	b2148	2
GLCabcpp	iso1	b2149	2
GLCabcpp	iso1	b2150	1
GLCATr	iso1	b0459	2
GLCDpp	iso1	b0124	1
GLCDpp	iso2	b0837	1
GLCNt2rpp	iso1	b3415	1
GLCNt2rpp	iso2	b4265	1
GLCNt2rpp	iso3	b4321	1
GLCNt2rpp	iso4	b4476	1
GLCNtex	iso1	b0241	3
GLCNtex	iso2	b0929	3
GLCNtex	iso3	b1377	3
GLCNtex	iso4	b2215	3
GLCP2	iso1	b3417	2
GLCP2	iso2	b3428	1
GLCP	iso1	b3417	2
GLCP	iso2	b3428	1
GLCptspp	iso1	b1101	1
GLCptspp	iso1	b2415	1
GLCptspp	iso1	b2416	1
GLCptspp	iso1	b2417	1
GLCptspp	iso2	b1621	1
GLCptspp	iso2	b2415	1
GLCptspp	iso2	b2416	1
GLCptspp	iso2	b2417	1
GLCptspp	iso3	b1817	1
GLCptspp	iso3	b1818	1
GLCptspp	iso3	b1819	1
GLCptspp	iso3	b2415	1
GLCptspp	iso3	b2416	1
GLCRAL	iso1	b3126	6
GLCRD	iso1	b2787	2
GLCRD	iso2	b2788	1
GLCRt2rpp	iso1	b2789	1
GLCRt2rpp	iso2	b3127	1
GLCRtex	iso1	b0241	3
GLCRtex	iso2	b0929	3
GLCRtex	iso3	b1377	3
GLCRtex	iso4	b2215	3
GLCS1	iso1	b3429	1
GLCt2pp	iso1	b2943	1
GLCtex_copy1	iso1	b4036	3
GLCtex_copy2	iso1	b0241	3
GLCtex_copy2	iso2	b0929	3
GLCtex_copy2	iso3	b1377	3
GLCtex_copy2	iso4	b2215	3
GLCTR1	iso1	b3631	1
GLCTR2	iso1	b3627	1
GLCTR3	iso1	b3626	1
GLCUR1Ptex	iso1	b0241	3
GLCUR1Ptex	iso2	b0929	3
GLCUR1Ptex	iso3	b1377	3
GLCUR1Ptex	iso4	b2215	3
GLCURt2rpp	iso1	b3093	1
GLCURt2rpp	iso2	b3909	1
GLCURtex	iso1	b0241	3
GLCURtex	iso2	b0929	3
GLCURtex	iso3	b1377	3
GLCURtex	iso4	b2215	3
GLDBRAN2	iso1	b3431	1
GLGC	iso1	b3430	4
GLNabcpp	iso1	b0809	2
GLNabcpp	iso1	b0810	2
GLNabcpp	iso1	b0811	1
GLNS	iso1	b3870	1
GLNtex	iso1	b0241	3
GLNtex	iso2	b0929	3
GLNtex	iso3	b1377	3
GLNtex	iso4	b2215	3
GLTPD	iso1	b2091	1
GLU5K	iso1	b0242	4
GLUabcpp	iso1	b0652	2
GLUabcpp	iso1	b0653	1
GLUabcpp	iso1	b0654	1
GLUabcpp	iso1	b0655	1
GLUABUTt7pp	iso1	b1492	1
GLUCYS	iso1	b2688	1
GLUDC	iso1	b1493	6
GLUDC	iso2	b3517	6
GLUDy	iso1	b1761	6
GLUDy	iso2	b3212	1
GLUDy	iso2	b3213	1
GLUN	iso1	b0485	4
GLUN	iso2	b1524	4
GLUNpp	iso1	b2957	4
GLUPRT	iso1	b2312	4
GLUR	iso1	b3967	1
GLUSy	iso1	b3212	1
GLUSy	iso1	b3213	1
GLUt2rpp	iso1	b4077	1
GLUt4pp	iso1	b3653	1
GLUtex	iso1	b0241	3
GLUtex	iso2	b0929	3
GLUtex	iso3	b1377	3
GLUtex	iso4	b2215	3
GLUTRR	iso1	b1210	2
GLUTRS	iso1	b2400	1
GLXCL	iso1	b0507	4
GLYALDtex	iso1	b0241	3
GLYALDtex	iso2	b0929	3
GLYALDtex	iso3	b1377	3
GLYALDtex	iso4	b2215	3
GLYALDtpp	iso1	b3927	4
GLYAT	iso1	b3617	2
GLYBabcpp	iso1	b2128	1
GLYBabcpp	iso1	b2129	2
GLYBabcpp	iso1	b2130	1
GLYBabcpp	iso1	b2131	1
GLYBabcpp	iso2	b2677	2
GLYBabcpp	iso2	b2678	2
GLYBabcpp	iso2	b2679	1
GLYBt2pp	iso1	b1801	1
GLYBt2pp	iso2	b4111	1
GLYBt3pp	iso1	b0543	2
GLYBtex	iso1	b0241	3
GLYBtex	iso2	b0929	3
GLYBtex	iso3	b1377	3
GLYBtex	iso4	b2215	3
GLYC2Pabcpp	iso1	b3450	2
GLYC2Pabcpp	iso1	b3451	1
GLYC2Pabcpp	iso1	b3452	1
GLYC2Pabcpp	iso1	b3453	1
GLYC2Ptex	iso1	b0241	3
GLYC2Ptex	iso2	b0929	3
GLYC2Ptex	iso3	b1377	3
GLYC2Ptex	iso4	b2215	3
GLYC3Pabcpp	iso1	b3450	2
GLYC3Pabcpp	iso1	b3451	1
GLYC3Pabcpp	iso1	b3452	1
GLYC3Pabcpp	iso1	b3453	1
GLYC3Pt6pp	iso1	b2240	1
GLYC3Ptex	iso1	b0241	3
GLYC3Ptex	iso2	b0929	3
GLYC3Ptex	iso3	b1377	3
GLYC3Ptex	iso4	b2215	3
GLYCAt2rpp	iso1	b2789	1
GLYCAt2rpp	iso2	b3127	1
GLYCAtex	iso1	b0241	3
GLYCAtex	iso2	b0929	3
GLYCAtex	iso3	b1377	3
GLYCAtex	iso4	b2215	3
GLYCDx	iso1	b3945	2
GLYCK2	iso1	b3124	1
GLYCK	iso1	b0514	1
GLYCL	iso1	b0116	1
GLYCL	iso1	b2903	1
GLYCL	iso1	b2904	1
GLYCL	iso1	b2905	1
GLYCLTDx	iso1	b1033	1
GLYCLTDx	iso2	b3553	2
GLYCLTDy	iso1	b1033	1
GLYCLTDy	iso2	b3553	2
GLYCLTt2rpp	iso1	b2975	1
GLYCLTt2rpp	iso2	b3603	1
GLYCLTt4pp	iso1	b4067	1
GLYCLTtex	iso1	b0241	3
GLYCLTtex	iso2	b0929	3
GLYCLTtex	iso3	b1377	3
GLYCLTtex	iso4	b2215	3
GLYCtex	iso1	b0241	3
GLYCtex	iso2	b0929	3
GLYCtex	iso3	b1377	3
GLYCtex	iso4	b2215	3
GLYCTO2	iso1	b2979	1
GLYCTO2	iso1	b4467	1
GLYCTO2	iso1	b4468	1
GLYCTO3	iso1	b2979	1
GLYCTO3	iso1	b4467	1
GLYCTO3	iso1	b4468	1
GLYCTO4	iso1	b2979	1
GLYCTO4	iso1	b4467	1
GLYCTO4	iso1	b4468	1
GLYCtpp	iso1	b3927	4
GLYCtpp	iso2	s0001	1
GLYK	iso1	b3926	4
GLYOX3	iso1	b1967	2
GLYOX	iso1	b0212	1
GLYt2pp	iso1	b1801	1
GLYt2pp	iso2	b4208	1
GLYt4pp	iso1	b0007	1
GLYtex	iso1	b0241	3
GLYtex	iso2	b0929	3
GLYtex	iso3	b1377	3
GLYtex	iso4	b2215	3
GLYtpp	iso1	b3927	4
GMAND	iso1	b2053	2
GMHEPAT	iso1	b3052	2
GMHEPK	iso1	b3052	2
GMHEPPA	iso1	b0200	1
GMPR	iso1	b0104	4
GMPS2	iso1	b2507	2
GMPS	iso1	b2507	2
GMPtex	iso1	b0241	3
GMPtex	iso2	b0929	3
GMPtex	iso3	b1377	3
GMPtex	iso4	b2215	3
GND	iso1	b2029	2
GNK	iso1	b3437	1
GNK	iso2	b4268	1
GNP	iso1	b2690	1
GNP	iso2	b3715	1
GOFUCR	iso1	b2052	2
GP4GH	iso1	b0049	1
GPDDA1	iso1	b3449	1
GPDDA1pp	iso1	b2239	2
GPDDA2	iso1	b3449	1
GPDDA2pp	iso1	b2239	2
GPDDA3	iso1	b3449	1
GPDDA3pp	iso1	b2239	2
GPDDA4	iso1	b3449	1
GPDDA4pp	iso1	b2239	2
GPDDA5	iso1	b3449	1
GPDDA5pp	iso1	b2239	2
GRTT	iso1	b0421	1
GRXR	iso1	b0849	1
GRXR	iso2	b1064	1
GRXR	iso3	b1654	2
GRXR	iso4	b3610	1
GSNK	iso1	b0477	2
GSNt2pp	iso1	b2964	1
GSNt3pp	iso1	b3662	1
GSNtex	iso1	b0241	3
GSNtex	iso2	b0929	3
GSNtex	iso3	b1377	3
GSNtex	iso4	b2215	3
GSPMDA	iso1	b2988	2
GSPMDS	iso1	b2988	2
GTHOr	iso1	b3500	2
GTHOXtex	iso1	b0241	3
GTHOXtex	iso2	b0929	3
GTHOXtex	iso3	b1377	3
GTHOXtex	iso4	b2215	3
GTHPi	iso1	b1710	1
GTHRDabc2pp	iso1	b0886	1
GTHRDabc2pp	iso1	b0887	1
GTHRDabcpp	iso1	b0829	2
GTHRDabcpp	iso1	b0830	1
GTHRDabcpp	iso1	b0831	1
GTHRDabcpp	iso1	b0832	1
GTHRDHpp	iso1	b3447	1
GTHRDtex	iso1	b0241	3
GTHRDtex	iso2	b0929	3
GTHRDtex	iso3	b1377	3
GTHRDtex	iso4	b2215	3
GTHS	iso1	b2947	4
GTPCII2	iso1	b1277	2
GTPCI	iso1	b2153	1
GTPDPDP	iso1	b3779	1
GTPDPK	iso1	b2784	1
GTPHs	iso1	s0001	1
GTPtex	iso1	b0241	3
GTPtex	iso2	b0929	3
GTPtex	iso3	b1377	3
GTPtex	iso4	b2215	3
GUAD	iso1	b2883	1
GUAPRT	iso1	b0125	4
GUAPRT	iso2	b0238	4
GUAt2pp	iso1	b3654	1
GUAtex	iso1	b0411	1
GUAtpp	iso1	b4064	1
GUAtpp	iso2	b4464	1
GUI1	iso1	b3092	1
GUI2	iso1	b3092	1
H2O2tex	iso1	b0241	3
H2O2tex	iso2	b0929	3
H2O2tex	iso3	b1377	3
H2O2tex	iso4	b2215	3
H2Otex	iso1	b0241	3
H2Otex	iso2	b0929	3
H2Otex	iso3	b0957	1
H2Otex	iso4	b1319	1
H2Otex	iso5	b1377	3
H2Otex	iso6	b2215	3
H2Otex	iso7	b3875	1
H2Otex	iso8	s0001	1
H2Otpp	iso1	b0875	4
H2Otpp	iso2	s0001	1
H2St1pp	iso1	s0001	1
H2Stex	iso1	b0241	3
H2Stex	iso2	b0929	3
H2Stex	iso3	b1377	3
H2Stex	iso4	b2215	3
H2tex	iso1	b0241	3
H2tex	iso2	b0929	3
H2tex	iso3	b1377	3
H2tex	iso4	b2215	3
H2tpp	iso1	s0001	1
HACD1	iso1	b2341	1
HACD1	iso2	b3846	1
HACD2	iso1	b2341	1
HACD2	iso2	b3846	1
HACD3	iso1	b2341	1
HACD3	iso2	b3846	1
HACD4	iso1	b2341	1
HACD4	iso2	b3846	1
HACD5	iso1	b2341	1
HACD5	iso2	b3846	1
HACD6	iso1	b2341	1
HACD6	iso2	b3846	1
HACD7	iso1	b2341	1
HACD7	iso2	b3846	1
HACD8	iso1	b2341	1
HACD8	iso2	b3846	1
HADPCOADH3	iso1	b1395	3
HBZOPT	iso1	b4040	1
HCINNMt2rpp	iso1	b0353	1
HCINNMtex	iso1	b0241	3
HCINNMtex	iso2	b0929	3
HCINNMtex	iso3	b1377	3
HCINNMtex	iso4	b2215	3
HCO3E	iso1	b0126	2
HCO3E	iso2	b0339	1
HCYSMT2	iso1	b0261	1
HCYSMT	iso1	b0261	1
HDCAtexi	iso1	b2344	1
HDCEAtexi	iso1	b2344	1
HEMEOS	iso1	b0428	1
HEPK1	iso1	b3630	1
HEPK2	iso1	b3625	1
HEPT1	iso1	b3621	1
HEPT2	iso1	b3620	1
HEPT3	iso1	b3632	1
HEPT4	iso1	b3623	1
HETZK	iso1	b2104	1
HEX1	iso1	b2388	1
HEX7	iso1	b0394	1
HEXt2rpp	iso1	b2223	1
HG2abcpp	iso1	b3469	1
HG2t3pp	iso1	b3915	2
HG2tex	iso1	b0241	3
HG2tex	iso2	b0929	3
HG2tex	iso3	b1377	3
HG2tex	iso4	b2215	3
HISabcpp	iso1	b2306	2
HISabcpp	iso1	b2307	1
HISabcpp	iso1	b2308	1
HISabcpp	iso1	b2309	1
HISt2rpp	iso1	b0112	1
HISTD	iso1	b2020	2
HIStex	iso1	b0241	3
HIStex	iso2	b0929	3
HIStex	iso3	b1377	3
HIStex	iso4	b2215	3
HISTP	iso1	b2022	1
HKNDDH	iso1	b0349	2
HKNTDH	iso1	b0349	2
HMBS	iso1	b3805	1
HMPK1	iso1	b2103	1
HMPK1	iso2	b2418	2
HOMt2pp	iso1	b0813	1
HOMt2pp	iso2	b3824	1
HOMtex	iso1	b0241	3
HOMtex	iso2	b0929	3
HOMtex	iso3	b1377	3
HOMtex	iso4	b2215	3
HOPNTAL	iso1	b0352	1
HPACOAT	iso1	b1396	4
HPPK2	iso1	b0142	1
HPPPNDO	iso1	b0348	4
HPPPNt2rpp	iso1	b0353	1
HPPPNtex	iso1	b0241	3
HPPPNtex	iso2	b0929	3
HPPPNtex	iso3	b1377	3
HPPPNtex	iso4	b2215	3
HPYRI	iso1	b0508	2
HPYRP	iso1	b1813	1
HPYRRx	iso1	b1033	1
HPYRRx	iso2	b3553	2
HPYRRy	iso1	b1033	1
HPYRRy	iso2	b3553	2
HSDy	iso1	b0002	4
HSDy	iso2	b3940	4
HSK	iso1	b0003	1
HSST	iso1	b4013	2
HSTPT	iso1	b2021	2
Htex	iso1	b0241	3
Htex	iso2	b0929	3
Htex	iso3	b1377	3
Htex	iso4	b2215	3
HXAND	iso1	b2866	1
HXAND	iso1	b2867	1
HXAND	iso1	b2868	1
HXAtex	iso1	b0241	3
HXAtex	iso2	b0929	3
HXAtex	iso3	b1377	3
HXAtex	iso4	b2215	3
HXCT	iso1	b2221	1
HXCT	iso1	b2222	1
HXPRT	iso1	b0125	4
HXPRT	iso2	b0238	4
HYD1pp	iso1	b0972	2
HYD1pp	iso1	b0973	2
HYD1pp	iso1	b0974	1
HYD1pp	iso3	b2994	1
HYD1pp	iso3	b2995	1
HYD1pp	iso3	b2996	1
HYD1pp	iso3	b2997	1
HYD2pp	iso1	b0972	2
HYD2pp	iso1	b0973	2
HYD2pp	iso1	b0974	1
HYD2pp	iso2	b2994	1
HYD2pp	iso2	b2995	1
HYD2pp	iso2	b2996	1
HYD2pp	iso2	b2997	1
HYD3pp	iso1	b0972	2
HYD3pp	iso1	b0973	2
HYD3pp	iso1	b0974	1
HYD3pp	iso2	b2994	1
HYD3pp	iso2	b2995	1
HYD3pp	iso2	b2996	1
HYD3pp	iso2	b2997	1
HYXNtex	iso1	b0241	3
HYXNtex	iso2	b0929	3
HYXNtex	iso3	b1377	3
HYXNtex	iso4	b2215	3
